PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,methods_used,methods_name
29527484,Alteration of brain network topology in HIV-associated neurocognitive disorder: A novel functional connectivity perspective,"Abidin AZ, DSouza AM, Nagarajan MB, Wang L, Qiu X, Schifitto G, WismÃ¼ller A.",Neuroimage Clin. 2017 Dec 7;17:768-777. doi: 10.1016/j.nicl.2017.11.025. eCollection 2018.,Abidin AZ,Neuroimage Clin,2017,2018/03/13,PMC5842750,,10.1016/j.nicl.2017.11.025,"HIV is capable of invading the brain soon after seroconversion. This ultimately can lead to deficits in multiple cognitive domains commonly referred to as HIV-associated neurocognitive disorders (HAND). Clinical diagnosis of such deficits requires detailed neuropsychological assessment but clinical signs may be difficult to detect during asymptomatic injury of the central nervous system (CNS). Therefore neuroimaging biomarkers are of particular interest in HAND. In this study, we constructed brain connectivity profiles of 40Â subjects (20 HIV positive subjects and 20 age-matched seronegative controls) using two different methods: a non-linear mutual connectivity analysis approach and a conventional method based on Pearson's correlation. These profiles were then summarized using graph-theoretic methods characterizing their topological network properties. Standard clinical and laboratory assessments were performed and a battery of neuropsychological (NP) tests was administered for all participating subjects. Based on NP testing, 14 of the seropositive subjects exhibited mild neurologic impairment. Subsequently, we analyzed associations between the network derived measures and neuropsychological assessment scores as well as common clinical laboratory plasma markers (CD4 cell count, HIV RNA) after adjusting for age and gender. Mutual connectivity analysis derived graph-theoretic measures, Modularity and Small Worldness, were significantly (pÂ &lt;Â 0.05, FDR adjusted) associated with the Executive as well as Overall z-score of NP performance. In contrast, network measures derived from conventional correlation-based connectivity did not yield any significant results. Thus, changes in connectivity can be captured using advanced time-series analysis techniques. The demonstrated associations between imaging-derived graph-theoretic properties of brain networks with neuropsychological performance, provides opportunities to further investigate the evolution of HAND in larger, longitudinal studies. Our analysis approach, involving non-linear time-series analysis in conjunction with graph theory, is promising and it may prove to be useful not only in HAND but also in other neurodegenerative disorders.",other,['generative']
28918752,Correlation of CSF flow using phase-contrast MRI with ventriculomegaly and CSF opening pressure in mucopolysaccharidoses,"Corte AD, de Souza CFM, AnÃ©s M, Maeda FK, Lokossou A, Vedolin LM, Longo MG, Ferreira MM, Perrone SGP, BalÃ©dent O, Giugliani R.",Fluids Barriers CNS. 2017 Sep 18;14(1):23. doi: 10.1186/s12987-017-0073-2.,Corte AD,Fluids Barriers CNS,2017,2017/09/19,PMC5603164,,10.1186/s12987-017-0073-2,"BACKGROUND: Very little is known about the incidence and prevalence of hydrocephalus in patients with mucopolysaccharidoses (MPS). The biggest challenge is to distinguish communicating hydrocephalus from ventricular dilatation secondary to brain atrophy, because both conditions share common clinical and neuroradiological features. The main purpose of this study is to assess the relationship between ventriculomegaly, brain and cerebrospinal fluid (CSF) volumes, aqueductal and cervical CSF flows, and CSF opening pressure in MPS patients, and to provide potential biomarkers for abnormal CSF circulation.
METHODS: Forty-three MPS patients (12 MPS I, 15 MPS II, 5 MPS III, 9 MPS IV A and 2 MPS VI) performed clinical and developmental tests, and T1, T2, FLAIR and phase-contrast magnetic resonance imaging (MRI) followed by a lumbar puncture with the CSF opening pressure assessment. For the analysis of MRI variables, we measured the brain and CSF volumes, white matter (WM) lesion load, Evans' index, third ventricle width, callosal angle, dilated perivascular spacesÂ (PVS), craniocervical junction stenosis, aqueductal and cervical CSF stroke volumes, and CSF glycosaminoglycans concentration.
RESULTS: All the scores used to assess the supratentorial ventricles enlargement and the ventricular CSF volume presented a moderate correlation with the aqueductal CSF stroke volume (ACSV). The CSF opening pressure did not correlate either with the three measures of ventriculomegaly, or the ventricular CSF volume, or with the ACSV. Dilated PVS showed a significant association with the ventriculomegaly, ventricular CSF volume and elevated ACSV.
CONCLUSIONS: In MPS patients ventriculomegaly is associated with a severe phenotype, increased cognitive decline, WM lesion severity and enlarged PVS. The authors have shown that there are associations between CSF flow measurements and measurements related to CSF volumetrics. There was also an association of volumetric measurements with the degree of dilated PVS.",other,[]
27859928,Microstructural changes of brain in patients with aromatic L-amino acid decarboxylase deficiency,"Lee WT, Lin JH, Weng WC, Peng SS.",Hum Brain Mapp. 2017 Mar;38(3):1532-1540. doi: 10.1002/hbm.23470. Epub 2016 Nov 17.,Lee WT,Hum Brain Mapp,2017,2016/11/19,PMC6867156,,10.1002/hbm.23470,"Aromatic L-amino acid decarboxylase (AADC) deficiency is an uncommon inherited neurometabolic disease. The clinical presentations and MR findings in children with AADC deficiency were investigated. Total 12 children (6 boys, 6 girls), aged from 9 to 50 months (mean, 23 Â±13 months), with AADC deficiency, were enrolled for analysis. Of 12 patients enrolled, clinical presentations included global developmental delay with generalized hypotonia in 12 (100%), dystonia in 12 (100%), oculogyric crisis in 12 (100%), and excessive sweating in 8 (67%). Sleep problem was also found in 4 (33%). Of 15 MR examinations, the major changes included 6 (40%) with diffusely prominent bilateral frontal sulci, 10 (67%) with prominent frontal horns, and 12 (80%) with hypomyelination. In AADC patients, the frontal horn was significantly widened (Pâ<â0.01), and the volume of caudate nucleus was also significantly smaller than that of controls (Pâ=â0.02). The ratios of thickness of the splenium to that of the genu of corpus callosum were also significantly increased (Pâ<â0.01). There was also significant decrease of fiber density indices in major white matter fiber tracts. Using Tract-Based Spatial Statistics approach, we also revealed significant change in major fiber tracts related to language function and motor function. In conclusion, the present study indicated that AADC deficiency may have significant impact on brain development, especially the frontal lobe and fiber tracts related to language function and motor function. Long-term follow-up of brain MRI in patients with AADC deficiency may clarify the possible effect of AADC deficiency on brain development. Hum Brain Mapp 38:1532-1540, 2017. Â© 2016 Wiley Periodicals, Inc.",other,[]
27742814,Progression of brain atrophy in PSP and CBS over 6 months and 1 year,"Dutt S, Binney RJ, Heuer HW, Luong P, Attygalle S, Bhatt P, Marx GA, Elofson J, Tartaglia MC, Litvan I, McGinnis SM, Dickerson BC, Kornak J, Waltzman D, Voltarelli L, Schuff N, Rabinovici GD, Kramer JH, Jack CR Jr, Miller BL, Rosen HJ, Boxer AL; AL-108-231 investigators.",Neurology. 2016 Nov 8;87(19):2016-2025. doi: 10.1212/WNL.0000000000003305. Epub 2016 Oct 14.,Dutt S,Neurology,2016,2016/10/16,PMC5109951,,10.1212/WNL.0000000000003305,"OBJECTIVE: To examine the utility and reliability of volumetric MRI in measuring disease progression in the 4 repeat tauopathies, progressive supranuclear palsy (PSP) and corticobasal syndrome (CBS), to support clinical development of new tau-directed therapeutic agents.
METHODS: Six- and 12-month changes in regional MRI volumes and PSP Rating Scale scores were examined in 55 patients with PSP and 33 patients with CBS (78% amyloid PET negative) compared to 30 normal controls from a multicenter natural history study. Longitudinal voxel-based morphometric analyses identified patterns of volume loss, and region-of-interest analyses examined rates of volume loss in brainstem (midbrain, pons, superior cerebellar peduncle), cortical, and subcortical regions based on previously validated atlases. Results were compared to those in a replication cohort of 226 patients with PSP with MRI data from the AL-108-231 clinical trial.
RESULTS: Patients with CBS exhibited greater baseline atrophy and greater longitudinal atrophy rates in cortical and basal ganglia regions than patients with PSP; however, midbrain and pontine atrophy rates were similar. Voxel-wise analyses showed distinct patterns of regional longitudinal atrophy in each group as compared to normal controls. The midbrain/pons volumetric ratio differed between diagnoses but remained stable over time. In both patient groups, brainstem atrophy rates were correlated with disease progression measured using the PSP Rating Scale.
CONCLUSIONS: Volume loss is quantifiable over a period of 6 months in CBS and PSP. Future clinical trials may be able to combine CBS and PSP to measure therapeutic effects.",other,[]
24434647,"Proteomic identification, characterization and expression analysis of Ctenopharyngodon idella VDAC1 upregulated by grass carp reovirus infection","Shen X, Wang T, Xu D, Lu L.",Fish Shellfish Immunol. 2014 Mar;37(1):96-107. doi: 10.1016/j.fsi.2014.01.009. Epub 2014 Jan 14.,Shen X,Fish Shellfish Immunol,2014,2014/01/18,,,10.1016/j.fsi.2014.01.009,"Voltage-dependent anion channels (VDACs) located in the mitochondrial outer membrane are mitochondrial porins that play central roles in regulating cell life and death. In this present report, the VDAC protein 1 from grass carp Ctenopharyngodon idella (designated as CiVDAC1) was found to be upregulated by grass carp reovirus (GCRV) infection through two-dimensional gel electrophoresis and protein analysis of infected C.Â idella kidney (CIK) cells. The full-length cDNA of CiVDAC1 was 995Â bp with an open reading frame (ORF) of 852Â bp that encodes a putative 283-amino acid protein. Phylogenic analysis revealed that the complete ORF of CiVDAC1 demonstrated high identity with well characterized mammalian homologs. The deduced CiVDAC1 protein contains an Î±-helix at the amino terminal, 19 membrane-spanning Î²-strands, and one eukaryotic mitochondrial porin signature motif. Tissue tropism analysis indicated that CiVDAC1 is abundant in muscle, heart, skin, swim bladder, trunk kidney and spleen. Transcriptional expression profiles indicated that the CiVDAC1 gene was upregulated upon viral challenge in a manner similar to the Mx2 gene, which is a marker gene used to indicate activation of innate antiviral immunity. Similar expression patterns of the CiVDAC1 gene were observed in CIK cells stimulated with poly (I:C), as well as grass carp kidney tissue challenged with GCRV inÂ vivo. CiVDAC1 silencing in CIK cells had no impact on progeny virus production, but over-expression of CiVDAC1 inÂ vivo showed strongly protect against challenge with live virus. To interpret the role of other VDAC proteins in viral pathogenesis, CiVDAC2 was characterized and showed to respond positively to GCRV challenge, which suggested that CiVDAC2 might functionally complement CiVDAC1 in C.Â idella. The present data did demonstrate that CiVDAC1 might be mediated grass carp antiviral immune response.",other,[]
22111801,"Brain aging, cognition in youth and old age and vascular disease in the Lothian Birth Cohort 1936: rationale, design and methodology of the imaging protocol","Wardlaw JM, Bastin ME, ValdÃ©s HernÃ¡ndez MC, Maniega SM, Royle NA, Morris Z, Clayden JD, Sandeman EM, Eadie E, Murray C, Starr JM, Deary IJ.",Int J Stroke. 2011 Dec;6(6):547-59. doi: 10.1111/j.1747-4949.2011.00683.x.,Wardlaw JM,Int J Stroke,2011,2011/11/25,,,10.1111/j.1747-4949.2011.00683.x,"RATIONALE: As the population of the world ages, age-related cognitive decline is becoming an ever-increasing problem. However, the changes in brain structure that accompany normal aging, and the role they play in cognitive decline, remain to be fully elucidated.
AIMS: This study aims to characterize changes in brain structure in old age, and to investigate relationships between brain aging and cognitive decline using the Lothian Birth Cohort 1936. Here, we report the rationale, design and methodology of the brain and neurovascular imaging protocol developed to study this cohort.
DESIGN: An observational, longitudinal study of the Lothian Birth Cohort 1936, which comprises 1091 relatively healthy individuals now in their 70s and living in the Edinburgh area. They are surviving participants of the Scottish Mental Survey 1947, which involved a test of general intelligence taken at age 11 years. At age 70 years, the Lothian Birth Cohort 1936 undertook detailed cognitive, medical and genetic testing, and provided social, family, nutritional, quality of life and physical activity information. At mean age 73 years they underwent detailed brain MRI and neurovascular ultrasound imaging, repeat cognitive and other testing. The MRI protocol is designed to provide qualitative and quantitative measures of gray and white matter atrophy, severity and location of white matter lesions, enlarged perivascular spaces, brain mineral deposits, microbleeds and integrity of major white matter tracts. The neurovascular ultrasound imaging provides velocity, stenosis and intima-media thickness measurements of the carotid and vertebral arteries.
STUDY: This valuable imaging dataset will be used to determine which changes in brain structural parameters have the largest effects on cognitive aging. Analysis will include multimodal image analysis and multivariate techniques, such as factor analysis and structural equation modelling. Especially valuable is the ability within this sample to examine the influence that early life intelligence has on brain structural parameters in old age, and the role of genetic, vascular, educational and lifestyle factors.
OUTCOMES: Final outcomes include associations between early and late life cognition and integrity of key white matter tracts, volume of gray and white matter, myelination, brain water content, and visible abnormalities such as white matter lesions and mineral deposits; and influences of vascular risk factors, diet, environment, social metrics, education and genetics on healthy brain aging. It is intended that this information will help to inform and develop strategies for successful cognitive aging.",other,"['dl', 'multimodal']"
19137277,[Computed tomography of pancreatic tumors],"Grenacher L, Klauss M.",Radiologe. 2009 Feb;49(2):107-23. doi: 10.1007/s00117-008-1755-1.,Grenacher L,Radiologe,2009,2009/01/13,,,10.1007/s00117-008-1755-1,"Computed tomography (CT) and in particular multi-detector row computed tomography (MDCT), also known as multislice CT (MSCT), is ideally suited for detecting pancreatic tumors because of the high spatial resolution.The method of choice is hydro-CT which involves distension of the stomach and duodenum by administration of 1-1.5 l water as a negative contrast medium under medically induced hypotension by administration of buscopan. The patient is laid on the right side at an angle of 30-45 degrees in order to obtain an artefact-free image of the close anatomical relationship around the pancreas head. In addition, curved MPRs or in rare cases 3D reconstructions could be very helpful in identifying the critical anatomic tumor site in the neighbourhood of the visceral vessel system. After the correct diagnosis of an adenocarcinoma has been made only 20% of all patients are shown to have a surgically resectable disease, but the overall survival rate is significantly higher after resection in combination with a multimodal tumor therapy strategy. The reason is that the correct diagnosis of the resectability of the tumor is one of the main criteria for overall survival of these patients. Currently practically all pancreatic tumors can be detected using MDCT and the detection rate varies between 70% and 100% (most recent literature references give a sensitivity of 89% and specificity up to 99%). In some rare cases the differentiation between focal necrotizing pancreatitis and pancreatic carcinoma can be difficult even with sophisticated protocols. Resectability can be correctly diagnosed with MDCT with a sensitivity of 94% and a specificity of 89%. MDCT is an ideal tool for the detection of neuroendocrine tumors, metastases and for the differentiation of cystic pancreatic lesions such as pseudocysts, microcystic adenomas or intraductal papillary mucinous neoplasms (IPMN). Particularly, the differentiation of the latter into benign, borderline or malignant transformation is not always possible, but indirect signs, such as small nodules adjacent to the ductal wall, the diameter of the pancreatic duct, or a direct communication between cystic lesions and duct can be detected because of the high spatial resolution and is comparable to the findings in MRI. Moreover MD-CT is an ideal procedure for the differentiation of local tumor stages in patients under neoadjuvant or adjuvant chemotherapy.",other,['multimodal']
11303595,Quantitative nuclear morphometry by image analysis for prediction of recurrence of ductal carcinoma in situ of the breast,"Hoque A, Lippman SM, Boiko IV, Atkinson EN, Sneige N, Sahin A, Weber DM, Risin S, Lagios MD, Schwarting R, Colburn WJ, Dhingra K, Follen M, Kelloff GJ, Boone CW, Hittelman WN.",Cancer Epidemiol Biomarkers Prev. 2001 Mar;10(3):249-59.,Hoque A,Cancer Epidemiol Biomarkers Prev,2001,2001/04/17,,,,"Clinical management of ductal carcinoma in situ (DCIS) remains a challenge because significant proportions of patients experience recurrence after conservative surgical treatment. Unfortunately, it is difficult to prospectively identify, using objective criteria, patients who are at high risk of recurrence and might benefit from additional treatment. We conducted a multi-institutional, collaborative case-control study to identify nuclear morphometric features that would be useful for identifying women with DCIS at the highest risk of recurrence. Tissue sections of archival breast tissue of 29 women with recurrent and 73 matched women with nonrecurrent DCIS were stained for DNA, and nuclei in the DCIS lesions were evaluated by image analysis. A clear correlation between mean fractal2_area (FA2) and nuclear grade was observed (P < 0.001), allowing an objective determination of nuclear grade. Several nuclear morphometric features, including mean and variance of variation of radius, mean area, mean and variance of frequency of high boundary harmonics (FQH), and variance in sphericity, were found to be useful in discriminating recurrent from nonrecurrent DCIS subjects. However, the nuclear features associated with recurrence differed between high- and low-grade lesions. For lesions with high FA2 (nuclear grade 3), mean variation of radius, mean FQH, and mean area alone yielded recurrence odds ratios of 4.55 [95% confidence interval (CI) 0.45-45.96], 3.86 (95% CI, 0.88-16.98), 2.90 (95% CI, 0.31-27.2), respectively. Using a summed feature model, high-FA2 lesions showing three poor prognostic features had an odds ratio of 15.63 (95% CI, 1.22-200), compared with those with zero or one poor prognostic feature. Lesions with low mean FA2 (nuclear grade 1 or 2) showing high variances in sphericity and FQH had an odds ratio of 7.71 (95% CI, 1.77-33.60). Addition of other features did not enhance the odds ratio or its significance. These results suggest that nuclear image analysis of DCIS lesions may provide an adjunctive tool to conventional pathological analysis, both for the objective assessment of nuclear grade and for the identification of features that predict patient outcome.",other,[]
1466324,Detection of left anterior descending coronary artery disease in patients with left bundle branch block,"Civelek AC, Gozukara I, Durski K, Ozguven MA, Brinker JA, Links JM, Camargo EE, Wagner HN Jr, Flaherty JT.",Am J Cardiol. 1992 Dec 15;70(20):1565-70. doi: 10.1016/0002-9149(92)90458-b.,Civelek AC,Am J Cardiol,1992,1992/12/25,,,10.1016/0002-9149(92)90458-b,"The detection of coronary artery disease is difficult if a patient has electrocardiographic evidence of left bundle branch block (BBB). Septal blood flow may be reduced in patients with left BBB, despite no angiographic evidence of left anterior descending (LAD) coronary artery disease. We have developed a new method of quantification of Thallium-201 single-photon emission computed tomographic (SPECT) images with the aim of better separating patients with left BBB and LAD disease from those with left BBB alone. The study cohort comprised 8 normal subjects (group I) and 20 patients with left BBB and chest pain who underwent thallium-201 SPECT imaging and coronary angiography. Eight patients (group II) had < or = 50% LAD stenosis, and 12 (group III) had > or = 70% LAD stenosis. Septal abnormality scores on the second short-axis slice from the base were computed, based on comparison of each subject's short-axis circumferential profile with a normal reference curve. This followed a procedure in which each profile was scaled to minimize differences in its absolute level in relation to the reference curve. Septal abnormality scores on stress images were 0.8 +/- 22 for group I, 27 +/- 43 for group II, and 165 +/- 67 for group III (p = 0.15 for group I vs II, and p < 0.0001 between groups I and III, and II and III).(ABSTRACT TRUNCATED AT 250 WORDS)",other,['dl']
2729666,A comparative study of southern Chinese and British Caucasian cephalometric standards,"Cooke MS, Wei SH.",Angle Orthod. 1989 Summer;59(2):131-8. doi: 10.1043/0003-3219(1989)059<0131:ACSOSC>2.0.CO;2.,Cooke MS,Angle Orthod,1989,1989/01/01,,,10.1043/0003-3219(1989)059<0131:ACSOSC>2.0.CO;2,"A comprehensive cephalometric comparison between unselected Chinese and Caucasian 12-year-old male children in natural head posture finds the intracranial reference planes to slope down more caudally in the Chinese. By superimposing on true vertical, the degree of prognathism in the Chinese becomes apparent. Significant intergroup differences are highlighted for both selected dentoskeletal and soft tissue profile variables.",other,[]
39127709,Artificial intelligence-based classification of cardiac autonomic neuropathy from retinal fundus images in patients with diabetes: The Silesia Diabetes Heart Study,"Nabrdalik K, Irlik K, Meng Y, Kwiendacz H, PiaÅnik J, Hendel M, Ignacy P, Kulpa J, Kegler K, Herba M, Boczek S, Hashim EB, Gao Z, Gumprecht J, Zheng Y, Lip GYH, Alam U.",Cardiovasc Diabetol. 2024 Aug 10;23(1):296. doi: 10.1186/s12933-024-02367-z.,Nabrdalik K,Cardiovasc Diabetol,2024,2024/08/10,PMC11316981,,10.1186/s12933-024-02367-z,"BACKGROUND: Cardiac autonomic neuropathy (CAN) in diabetes mellitus (DM) is independently associated with cardiovascular (CV) events and CV death. Diagnosis of this complication of DM is time-consuming and not routinely performed in the clinical practice, in contrast to fundus retinal imaging which is accessible and routinely performed. Whether artificial intelligence (AI) utilizing retinal images collected through diabetic eye screening can provide an efficient diagnostic method for CAN is unknown.
METHODS: This was a single center, observational study in a cohort of patients with DM as a part of the Cardiovascular Disease in Patients with Diabetes: The Silesia Diabetes-Heart Project (NCT05626413). To diagnose CAN, we used standard CV autonomic reflex tests. In this analysis we implemented AI-based deep learning techniques with non-mydriatic 5-field color fundus imaging to identify patients with CAN. Two experiments have been developed utilizing Multiple Instance Learning and primarily ResNet 18 as the backbone network. Models underwent training and validation prior to testing on an unseen image set.
RESULTS: In an analysis of 2275 retinal images from 229 patients, the ResNet 18 backbone model demonstrated robust diagnostic capabilities in the binary classification of CAN, correctly identifying 93% of CAN cases and 89% of non-CAN cases within the test set. The model achieved an area under the receiver operating characteristic curve (AUCROC) of 0.87 (95% CI 0.74-0.97). For distinguishing between definite or severe stages of CAN (dsCAN), the ResNet 18 model accurately classified 78% of dsCAN cases and 93% of cases without dsCAN, with an AUCROC of 0.94 (95% CI 0.86-1.00). An alternate backbone model, ResWide 50, showed enhanced sensitivity at 89% for dsCAN, but with a marginally lower AUCROC of 0.91 (95% CI 0.73-1.00).
CONCLUSIONS: AI-based algorithms utilising retinal images can differentiate with high accuracy patients with CAN. AI analysis of fundus images to detect CAN may be implemented in routine clinical practice to identify patients at the highest CV risk.
TRIAL REGISTRATION: This is a part of the Silesia Diabetes-Heart Project (Clinical-Trials.gov Identifier: NCT05626413).",other,['deep learning']
37179932,Deep-learning-based biomarker of spinal cartilage endplate health using ultra-short echo time magnetic resonance imaging,"Bonnheim NB, Wang L, Lazar AA, Chachad R, Zhou J, Guo X, O'Neill C, Castellanos J, Du J, Jang H, Krug R, Fields AJ.",Quant Imaging Med Surg. 2023 May 1;13(5):2807-2821. doi: 10.21037/qims-22-729. Epub 2023 Mar 10.,Bonnheim NB,Quant Imaging Med Surg,2023,2023/05/14,PMC10167428,,10.21037/qims-22-729,"BACKGROUND: T2* relaxation times in the spinal cartilage endplate (CEP) measured using ultra-short echo time magnetic resonance imaging (UTE MRI) reflect aspects of biochemical composition that influence the CEP's permeability to nutrients. Deficits in CEP composition measured using T2* biomarkers from UTE MRI are associated with more severe intervertebral disc degeneration in patients with chronic low back pain (cLBP). The goal of this study was to develop an objective, accurate, and efficient deep-learning-based method for calculating biomarkers of CEP health using UTE images.
METHODS: Multi-echo UTE MRI of the lumbar spine was acquired from a prospectively enrolled cross-sectional and consecutive cohort of 83 subjects spanning a wide range of ages and cLBP-related conditions. CEPs from the L4-S1 levels were manually segmented on 6,972 UTE images and used to train neural networks utilizing the u-net architecture. CEP segmentations and mean CEP T2* values derived from manually- and model-generated segmentations were compared using Dice scores, sensitivity, specificity, Bland-Altman, and receiver-operator characteristic (ROC) analysis. Signal-to-noise (SNR) and contrast-to-noise (CNR) ratios were calculated and related to model performance.
RESULTS: Compared with manual CEP segmentations, model-generated segmentations achieved sensitives of 0.80-0.91, specificities of 0.99, Dice scores of 0.77-0.85, area under the receiver-operating characteristic curve values of 0.99, and precision-recall (PR) AUC values of 0.56-0.77, depending on spinal level and sagittal image position. Mean CEP T2* values and principal CEP angles derived from the model-predicted segmentations had low bias in an unseen test dataset (T2* bias =0.33Â±2.37 ms, angle bias =0.36Â±2.65Â°). To simulate a hypothetical clinical scenario, the predicted segmentations were used to stratify CEPs into high, medium, and low T2* groups. Group predictions had diagnostic sensitivities of 0.77-0.86 and specificities of 0.86-0.95. Model performance was positively associated with image SNR and CNR.
CONCLUSIONS: The trained deep learning models enable accurate, automated CEP segmentations and T2* biomarker computations that are statistically similar to those from manual segmentations. These models address limitations with inefficiency and subjectivity associated with manual methods. Such techniques could be used to elucidate the role of CEP composition in disc degeneration etiology and guide emerging therapies for cLBP.",other,"['deep learning', 'neural network']"
37038364,Deep-Learning-Based Detection of Vertebral Fracture and Osteoporosis Using Lateral Spine X-Ray Radiography,"Hong N, Cho SW, Shin S, Lee S, Jang SA, Roh S, Lee YH, Rhee Y, Cummings SR, Kim H, Kim KM.",J Bone Miner Res. 2023 Jun;38(6):887-895. doi: 10.1002/jbmr.4814. Epub 2023 May 4.,Hong N,J Bone Miner Res,2023,2023/04/11,,,10.1002/jbmr.4814,"Osteoporosis and vertebral fractures (VFs) remain underdiagnosed. The addition of deep learning methods to lateral spine radiography (a simple, widely available, low-cost test) can potentially solve this problem. In this study, we develop deep learning scores to detect osteoporosis and VF based on lateral spine radiography and investigate whether their use can improve referral of high-risk individuals to bone-density testing. The derivation cohort consisted of patients aged 50âyears or older who underwent lateral spine radiography in Severance Hospital, Korea, from January 2007 to December 2018, providing a total of 26,299 lateral spine plain X-rays for 9276 patients (VF prevalence, 18.6%; osteoporosis prevalence, 40.3%). Two individual deep convolutional neural network scores to detect prevalent VF (VERTE-X pVF score) and osteoporosis (VERTE-X osteo score) were tested on an internal test set (20% hold-out set) and external test set (another hospital cohort [Yongin], 395 patients). VERTE-X pVF, osteo scores, and clinical models to detect prevalent VF or osteoporosis were compared in terms of the areas under the receiver-operating-characteristics curves (AUROCs). Net reclassification improvement (NRI) was calculated when using deep-learning scores to supplement clinical indications for classification of high-risk individuals to dual-energy X-ray absorptiometry (DXA) testing. VERTE-X pVF and osteo scores outperformed clinical models in both the internal (AUROC: VF, 0.93 versus 0.78; osteoporosis, 0.85 versus 0.79) and external (VF, 0.92 versus 0.79; osteoporosis, 0.83 versus 0.65; pâ<â0.01 for all) test sets. VERTE-X pVF and osteo scores improved the reclassification of individuals with osteoporosis to the DXA testing group when applied together with the clinical indications for DXA testing in both the internal (NRI 0.10) and external (NRI 0.14, pâ<â0.001 for all) test sets. The proposed method could detect prevalent VFs and osteoporosis, and it improved referral of individuals at high risk of fracture to DXA testing more than clinical indications alone. Â© 2023 The Authors. Journal of Bone and Mineral Research published by Wiley Periodicals LLC on behalf of American Society for Bone and Mineral Research (ASBMR).",other,"['deep learning', 'neural network', 'convolutional neural network', 'convolutional neural network']"
36826615,Reliability of respiratory-gated real-time two-dimensional cine incorporating deep learning reconstruction for the assessment of ventricular function in an adult population; a common mistake,"Sabour S, Torabi A.",Int J Cardiovasc Imaging. 2023 Jun;39(6):1203-1205. doi: 10.1007/s10554-023-02821-1. Epub 2023 Feb 24.,Sabour S,Int J Cardiovasc Imaging,2023,2023/02/24,,,10.1007/s10554-023-02821-1,"Reliability (repeatability or agreement) is assessed by different statistical tests including Pearson r or Spearman rho which is one of the common mistakes in reliability analysis. Pearson r or Spearman rho correlation coefficient only assesses the linearity between two continuous variables. Any shift in the regression line's location or scale, which leads to non-reliability, cannot be detected by these correlation coefficients. In reliability analysis, the individual approach should be considered instead of the global average. To correctly assess the reliability (agreement), for continuous variables, either the Bland -Altman plot or Intra-class correlation coefficient (ICC) absolute measure should be applied.",other,['deep learning']
36130464,"Erratum to 'Benchmarking weakly-supervised deep learning pipelines for whole slide classification in computational pathology' Medical Image Analysis, Volume 79, July 2022, 102474","Ghaffari Laleh N, Muti HS, Loeffler CML, Echle A, Saldanha OL, Mahmood F, Lu MY, Trautwein C, Langer R, Dislich B, Buelow RD, Grabsch HI, Brenner H, Chang-Claude J, Alwers E, Brinker TJ, Khader F, Truhn D, Gaisa NT, Boor P, Hoffmeister M, Schulz V, Kather JN.",Med Image Anal. 2022 Nov;82:102622. doi: 10.1016/j.media.2022.102622. Epub 2022 Sep 18.,Ghaffari Laleh N,Med Image Anal,2022,2022/09/21,,,10.1016/j.media.2022.102622,,other,['deep learning']
35615042,Classifying Characteristics of Opioid Use Disorder From Hospital Discharge Summaries Using Natural Language Processing,"Poulsen MN, Freda PJ, Troiani V, Davoudi A, Mowery DL.",Front Public Health. 2022 May 9;10:850619. doi: 10.3389/fpubh.2022.850619. eCollection 2022.,Poulsen MN,Front Public Health,2022,2022/05/26,PMC9124945,,10.3389/fpubh.2022.850619,"BACKGROUND: Opioid use disorder (OUD) is underdiagnosed in health system settings, limiting research on OUD using electronic health records (EHRs). Medical encounter notes can enrich structured EHR data with documented signs and symptoms of OUD and social risks and behaviors. To capture this information at scale, natural language processing (NLP) tools must be developed and evaluated. We developed and applied an annotation schema to deeply characterize OUD and related clinical, behavioral, and environmental factors, and automated the annotation schema using machine learning and deep learning-based approaches.
METHODS: Using the MIMIC-III Critical Care Database, we queried hospital discharge summaries of patients with International Classification of Diseases (ICD-9) OUD diagnostic codes. We developed an annotation schema to characterize problematic opioid use, identify individuals with potential OUD, and provide psychosocial context. Two annotators reviewed discharge summaries from 100 patients. We randomly sampled patients with their associated annotated sentences and divided them into training (66 patients; 2,127 annotated sentences) and testing (29 patients; 1,149 annotated sentences) sets. We used the training set to generate features, employing three NLP algorithms/knowledge sources. We trained and tested prediction models for classification with a traditional machine learner (logistic regression) and deep learning approach (Autogluon based on ELECTRA's replaced token detection model). We applied a five-fold cross-validation approach to reduce bias in performance estimates.
RESULTS: The resulting annotation schema contained 32 classes. We achieved moderate inter-annotator agreement, with F<sub>1</sub>-scores across all classes increasing from 48 to 66%. Five classes had a sufficient number of annotations for automation; of these, we observed consistently high performance (F<sub>1</sub>-scores) across training and testing sets for drug screening (training: 91-96; testing: 91-94) and opioid type (training: 86-96; testing: 86-99). Performance dropped from training and to testing sets for other drug use (training: 52-65; testing: 40-48), pain management (training: 72-78; testing: 61-78) and psychiatric (training: 73-80; testing: 72). Autogluon achieved the highest performance.
CONCLUSION: This pilot study demonstrated that rich information regarding problematic opioid use can be manually identified by annotators. However, more training samples and features would improve our ability to reliably identify less common classes from clinical text, including text from outpatient settings.",other,"['deep learning', 'language processing', 'natural language processing', 'language processing', 'natural language processing']"
